pl_name,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_snum,sy_pnum,disc_year
HD 69830 d,0.63,,0.07,,5385.0,,0.86,-0.22,12.5591,1,3,2006
HD 176986 c,0.11878,,0.111,23.5,4931.0,0.782,0.789,-0.48017,27.7843,1,2,2017
HD 177830 c,0.5137,,0.3,,4949.0,2.62,1.47,0.68502,62.7674,2,2,2010
HD 177565 b,0.246,,0.0593,,,,1.0,,16.9179,1,1,2017
HD 179079 b,0.1214,,0.049,,5646.0,1.63,1.14,0.38,69.7116,1,1,2008
K2-233 b,0.03308,1.343,0.079,,5033.0,0.71,0.79,,67.5062,1,3,2018
Kepler-884 b,,1.23,,,5715.0,0.94,1.0,,476.733,1,1,2016
Kepler-367 c,0.253,1.2,,,4710.0,0.695,,,188.027,1,2,2014
Kepler-75 b,0.0818,11.77,0.57,,5200.0,0.89,0.91,,835.356,1,1,2013
Kepler-1078 b,,1.9,,,5612.0,0.92,0.94,,2481.71,1,1,2016
Kepler-874 b,,3.94,,,6020.0,1.13,1.09,,1082.16,1,1,2016
Kepler-1188 b,,2.08,,,5913.0,1.06,1.04,,1717.48,1,1,2016
TOI-1470 c,0.106,2.47,0.5,3.35,3709.0,0.469,0.471,-1.42481,51.9503,1,2,2023
TOI-1451 b,0.127,2.61143902,0.0,,5801.0,1.0162,1.0022,0.02449,91.9362,1,1,2024
GJ 581 e,0.02799,,0.012,,3500.0,0.302,0.295,-1.90781,6.2981,1,3,2009
HD 136352 b,0.0964,1.664,0.0,111.6,5664.0,1.058,0.87,0.0162,14.682,1,3,2019
TOI-1694 b,0.045,5.3422266,0.0,,5058.0,0.8036,0.853,-0.41794,124.68,1,2,2023
TOI-1768.01,0.076381,3.453,,240.87,5994.0,1.1,1.1,,157.597,1,1,2024
HD 110067 e,0.1785,1.94,,,5266.0,0.788,0.798,,32.1585,3,6,2023
OGLE-2018-BLG-1269L b,4.51,,,,,,1.11,,2510.0,1,1,2020
Kepler-1344 b,,1.84,,,5981.0,1.13,1.09,,853.959,1,1,2016
Kepler-1914 b,,2.9429803,,,5982.0,0.96,1.047,,1621.56,1,1,2021
K2-333 b,,6.18,,,5880.0,1.22,1.06,,343.99,1,1,2021
HIP 113103 c,0.10479,2.4,0.17,,4930.0,0.742,0.761,,46.2122,1,2,2023
OGLE2-TR-L9 b,0.0308,18.046,,,6933.0,1.53,1.52,,1627.63,1,1,2008
OGLE-2018-BLG-0962L b,3.59,,,,,,0.54,,6500.0,1,1,2021
Kepler-332 d,0.189,1.18,,,4955.0,0.72,,,344.19,1,3,2014
Teegarden's Star c,0.0455,,0.04,0.35,3034.0,0.12,0.097,-3.14146,3.83078,1,3,2019
Kepler-343 c,0.167,2.02,,,5807.0,1.433,,,927.193,1,2,2014
GJ 367 c,,,0.09,,3522.0,0.458,0.455,-1.5391,9.41263,1,3,2023
Kepler-1131 b,,1.59,,,5851.0,1.04,1.03,,1030.7,1,1,2016
Kepler-892 b,,2.81,,,4747.0,0.72,0.75,,570.727,1,1,2016
OGLE-2018-BLG-1011L b,1.8,,,,,,0.18,,7100.0,1,2,2019
HD 110067 c,0.1039,2.388,,,5266.0,0.788,0.798,,32.1585,3,6,2023
TOI-4336 A b,0.0872,2.12,,1.5,3298.0,0.328,0.331,-1.9431,22.5455,3,1,2024
Kepler-1530 b,,1.64,,,5477.0,0.88,0.92,,489.876,1,3,2016
Kepler-93 c,,,,,5669.0,0.92,0.91,,95.9115,1,2,2014
Kepler-966 b,,4.13,,,5840.0,1.02,1.02,,1027.8,1,1,2016
Kepler-1980 b,0.2049,2.21,0.0,23.95,5819.0,0.99,1.049,,1709.4,1,1,2023
Kepler-1464 b,,1.66,,,5828.0,1.01,1.02,,1151.73,1,2,2016
Kepler-278 c,0.294,3.59,,,4991.0,2.935,,,443.03,1,2,2014
Kepler-1727 b,,3.17321625,,,5349.0,0.82,0.824,,894.187,1,1,2021
Kepler-1512 b,,1.18,,,4372.0,0.67,0.73,,,1,1,2016
Kepler-1900 b,,1.62314676,,,6173.0,1.041,1.104,,1540.43,1,1,2021
Kepler-1489 c,,0.51,,,5565.53,0.957,0.977,,1283.05,1,2,2024
Kepler-270 c,0.18,1.77,,,6067.0,1.461,,,948.781,1,2,2014
Kepler-78 b,0.00901,1.201,0.0,4070.0,5058.0,0.7475,0.779,,124.376,2,1,2013
Kepler-436 b,0.339,2.73,0.19,1.69,4651.0,0.697,0.729,-0.701,588.867,1,2,2015
Kepler-262 c,0.152,1.64,,,5841.0,0.881,,,613.129,1,2,2014
Kepler-1054 b,,2.63,,,6209.0,1.34,1.22,,1090.51,1,1,2016
Kepler-326 b,0.032,1.52,,,5105.0,0.801,,,487.675,1,3,2014
Kepler-326 d,0.066,1.21,,,5105.0,0.801,,,487.675,1,3,2014
HD 72892 b,0.228,,0.419,,,,1.01,,69.7311,1,1,2016
HD 73267 c,12.688,,0.089,,,,0.93,,50.4093,1,2,2022
Kepler-1315 c,,1.84398883,,,4818.0,0.856,0.809,,480.869,1,2,2021
xi Aql b,0.625,,0.059,,4841.0,10.86,1.74,1.76745,56.1858,1,1,2007
HD 190007 b,,,0.136,,4610.0,,0.77,,12.7141,1,1,2020
HD 189567 b,0.111,,0.189,,5726.0,,0.83,0.32428,17.9055,1,2,2021
HD 231701 b,0.567,,0.13,,6101.0,1.53,1.21,0.47,108.877,1,1,2007
HD 187123 c,4.89,,0.252,,5790.0,1.15043,1.04,0.12713,45.9548,1,2,2008
HD 187123 b,0.0426,,0.0103,,5790.0,1.15043,1.04,0.12713,45.9548,1,2,1998
HD 191806 b,2.749,,0.213,,,,1.07,,65.6668,1,1,2016
HD 190984 b,5.5,,0.57,,5988.0,1.53,0.91,0.43,148.187,1,1,2009
HD 192310 c,1.18,,0.32,,5166.0,,0.8,-0.41454,8.79687,1,2,2011
HD 192310 b,0.32,,0.13,,5166.0,,0.8,-0.41454,8.79687,1,2,2011
HD 195019 b,0.14,,0.01,,5751.0,1.48,1.21,,37.6681,2,1,1998
HD 196050 b,2.65,,0.2,,,,1.27,,50.6742,3,1,2002
HD 202206 c,2.41,,0.22,,5766.0,1.04,1.07,,45.9665,2,1,2004
HD 206610 b,1.74,,0.1,,4842.0,6.12,1.55,,147.192,1,1,2009
HD 208487 b,0.524,,0.24,,6067.0,,1.13,,45.147,1,1,2004
HIP 109384 b,1.134,,0.549,,5180.0,,0.78,,58.9582,1,1,2016
Kepler-1092 b,,2.07,,,5862.0,1.0,0.99,,981.233,1,1,2016
HD 211970 b,0.143,,0.15,,4127.0,,0.61,,13.1277,1,1,2019
HD 213240 b,1.89,,0.42,,5979.0,1.51,1.57,,40.8707,2,1,2001
HD 213885 c,0.056798,,0.0,,5978.0,1.1011,1.068,0.13862,48.0883,1,2,2019
HD 214823 b,3.08,,0.161,,,,1.115,,101.368,2,1,2016
K2-158 c,0.0622,1.28,,,5503.0,0.95,0.92,,197.299,1,2,2018
HR 8799 d,24.0,13.0,,,,,1.5,0.69197,41.2441,1,4,2008
HR 8799 e,16.4,13.11453,0.15,,7400.0,,,,41.2441,1,4,2010
HD 219134 c,0.0653,1.511,0.062,62.1,4699.0,0.778,0.81,-0.57741,6.53127,1,6,2015
HD 219134 f,0.1463,1.31,0.148,12.38,4699.0,0.778,0.81,-0.57741,6.53127,1,6,2015
HD 240237 b,1.92,,0.4,,3926.0,71.23,8.76,,933.377,1,1,2011
HD 220197 b,2.729,,0.187,,5683.0,0.98,0.91,,64.411,1,1,2018
Kepler-683 b,,1.97,,,5703.0,0.95,0.96,,1023.07,1,1,2016
Kepler-1899 b,,1.55098292,,,4791.0,0.742,0.759,,711.509,1,1,2021
Kepler-767 b,,6.64,,,5694.0,0.94,0.96,,2251.03,1,1,2016
Kepler-260 c,0.332,1.74,,,5250.0,0.862,,,627.365,1,2,2014
Kepler-968 b,,2.0,,,4598.0,0.7,0.76,,290.324,1,3,2016
Kepler-1063 b,,1.49,,,5945.0,1.14,1.09,,343.226,2,1,2016
Kepler-402 b,0.051,1.22,,,6090.0,1.264,,,625.339,1,4,2014
Kepler-341 c,0.08,1.7,,,6012.0,1.024,,,1047.03,1,4,2014
Kepler-1867 b,,1.15985997,,,5693.0,0.816,0.911,,680.583,1,1,2021
Kepler-1267 b,,3.01,,,6096.0,1.2,1.15,,1379.43,1,1,2016
Kepler-1829 b,,2.47887001,,,5230.0,0.777,0.873,,679.921,1,1,2021
Kepler-933 b,,2.46,,,5346.0,0.84,0.87,,1017.2,1,1,2016
Kepler-895 b,,1.54,,,4315.0,0.61,0.65,,540.134,1,1,2016
HD 141399 e,5.0,,0.26,,5600.0,,1.07,,37.0169,1,4,2014
TOI-1853 b,0.0213,3.46,0.03,,4985.0,0.808,0.837,-0.43227,165.105,1,1,2023
TOI-2019 b,0.128,5.33275337,0.0,,5626.0,1.7457,1.1832,0.44075,198.007,1,1,2024
TOI-2364 b,0.04871,8.60849718,0.0,237.0,5306.0,0.886,0.954,-0.25181,219.614,1,1,2023
TOI-2525 c,0.249,10.13291855,0.157,,5096.0,0.785,0.849,-0.44009,395.398,1,2,2023
gam Lib c,2.318,,0.065,,4879.0,12.38,1.78,1.8973,47.4017,1,2,2018
TOI-2981 b,0.048,13.4,0.035,,5940.0,1.08,1.03,0.11594,527.789,1,1,2024
NGTS-24 b,0.0479,13.60770257,0.0,,5820.0,1.64,1.26,0.44592,683.062,1,1,2022
LP 890-9 b,0.01875,1.32,,4.09,2850.0,0.1556,0.118,-2.84134,32.4298,1,2,2022
TOI-4364 b,0.04753,2.01,0.29,,3528.0,0.4684,0.487,-1.51215,43.9662,1,1,2025
TOI-4582 b,,10.53644186,0.51,,5190.0,2.5,1.34,,383.846,1,1,2023
HD 145675 c,11.924,,0.393,,,,0.91,,17.9323,1,2,2021
TOI-5076 b,0.1481,3.48935569,0.0,,4780.0,0.844,0.789,-0.47366,82.857,2,1,2024
HD 147379 b,,,0.063,,4090.0,,0.58,,10.7643,2,1,2017
HD 105618 c,35.731,,0.126,,,,1.01,,70.0837,1,2,2022
HD 29985 b,13.39,,0.261,,,,0.75,,31.2707,1,1,2022
HD 62364 b,6.15,,0.607,0.072,6255.0,1.401,1.157,0.43297,53.112,1,2,2022
HD 97037 b,6.925,,0.357,,,,1.06,,32.413,1,1,2022
NGTS-25 b,0.0388,11.46678726,0.0,,5321.0,0.86,0.91,-0.29158,521.233,1,1,2022
NGTS-33 b,0.048,18.38272835,0.0,2620.0,7437.0,1.47,1.6,0.77159,437.855,1,1,2024
HIP 39017 b,22.1,,0.55,,,,1.52,,66.3217,1,1,2024
TOI-1224 b,0.0355,2.104,,,3326.0,0.404,0.4,-1.6968,37.3312,1,2,2024
Kepler-1440 b,,1.26,,,5698.0,0.96,0.98,,1115.35,1,1,2016
Kepler-1486 b,,2.32,,,5965.0,1.12,1.08,,1769.14,1,1,2016
Kepler-805 b,,2.89,,,6112.0,1.65,1.19,,638.49,1,1,2016
HD 108236 d,0.1074,2.539,0.055,,5660.0,0.877,0.869,-0.14997,64.5978,1,5,2020
HATS-9 b,0.0312,13.85,,,5599.0,1.56,1.1,,638.7,1,1,2015
Kepler-1618 b,,1.26,,,6620.0,1.65,1.41,,1229.25,1,1,2016
rho CrB b,0.2245,,0.038,,5817.0,1.34,0.95,0.26007,17.4671,1,4,1997
Kepler-1943 b,,1.54869189,,,6032.0,0.973,1.055,,1004.55,1,1,2021
Kepler-1813 b,,1.413,,,5167.0,0.787,0.812,,,1,1,2021
Kepler-1717 b,,2.98929758,,,6200.0,1.64,1.158,,1008.79,1,1,2021
Kepler-192 d,,1.02,,,5487.0,0.94,0.94,,651.674,1,3,2016
Kepler-1832 b,,1.22719556,,,5242.0,0.722,0.684,,486.174,1,1,2021
Kepler-1750 b,,6.00434637,,,5644.0,0.969,0.981,,1497.33,1,1,2021
KOI-3503 c,,1.21,,,6001.0,1.255,0.858,,887.064,1,2,2021
Kepler-1215 b,,1.22,,,5616.0,0.93,0.95,,661.022,1,1,2016
K2-349 b,,1.38,,,4385.0,0.49,0.54,,453.567,1,1,2021
K2-350 b,,1.54,,,5789.0,1.04,0.98,,489.368,1,2,2021
Kepler-227 b,0.09,3.11,,,5854.0,1.091,,,1083.06,1,2,2014
K2-191 b,,1.57889322,,,5176.0,0.839696,0.900994,,287.188,1,1,2018
K2-192 b,0.049,1.52,,,5222.0,0.81,0.9,,221.753,1,1,2018
Kepler-432 c,,,0.498,,4995.0,4.06,1.32,,848.023,2,2,2015
Kepler-228 c,0.052,2.7,,,6043.0,1.014,,,1644.61,1,3,2014
Kepler-107 d,0.08377,0.86,0.11,315.0,5854.0,1.447,1.238,,525.997,1,4,2014
Kepler-918 b,,1.74,,,6028.0,1.14,1.11,,1025.03,1,1,2016
K2-292 b,0.13,2.63,0.04,67.0,5725.0,1.09,1.0,,114.293,1,1,2019
Kepler-146 c,0.364,3.13,,,5948.0,1.208,,,716.797,1,2,2014
Kepler-157 b,0.028,1.32,,,5774.0,1.044,,,773.713,1,3,2014
Kepler-144 c,0.094,1.35,,,6075.0,1.235,,,384.917,1,2,2014
Kepler-1869 b,,1.11955354,,,5808.0,0.902,0.987,,113.025,1,2,2021
Kepler-1866 b,,2.08215108,,,5791.0,1.083,1.03,,976.737,1,1,2021
Kepler-607 b,,0.87,,,5196.0,0.8,0.84,,519.122,1,2,2016
Kepler-349 b,0.065,1.9,,,5956.0,0.927,,,940.724,1,2,2014
Kepler-1237 b,,2.86,,,5472.0,0.9,0.94,,1064.31,1,1,2016
Kepler-352 d,,0.80628032,,,5208.0,0.772,0.796,,252.733,1,3,2021
Kepler-736 b,,2.93,,,5217.0,0.81,0.86,,1005.43,1,1,2016
Kepler-320 b,0.085,1.14,,,6435.0,1.108,,,826.613,1,2,2014
K2-42 b,0.0617,2.15,,44.1,4613.0,0.643,0.702,,396.913,1,1,2016
HD 220773 b,4.94,,0.51,,5940.0,,1.16,,50.5103,1,1,2011
HD 221416 b,0.1228,9.17,0.115,,5080.0,2.943,1.212,0.71181,95.5483,1,1,2019
HD 222155 b,5.14,,0.16,,5701.0,1.85,1.21,,50.6078,1,1,2011
Kepler-549 d,0.1575,4.2,0.0,27.93,5312.0,0.986,0.859,,635.145,1,3,2023
GJ 338 B b,0.142,,0.109,,4014.0,0.58,0.64,-1.10127,6.33256,2,1,2020
Kepler-770 b,,2.3,,,5598.0,0.92,0.94,,930.457,1,3,2016
Kepler-1187 b,,2.61,,,5975.0,1.09,1.06,,1020.53,1,1,2016
Kepler-1678 b,,3.30422249,,,5754.0,0.834976,1.03,-0.16208,847.339,1,1,2020
Kepler-541 b,,3.36,,,6166.0,2.06,1.41,,1060.68,1,1,2016
Kepler-1110 b,,2.66,,,4781.0,0.7,0.73,,726.828,1,1,2016
Kepler-415 b,,1.21,,,,0.643,0.67,,530.487,1,2,2014
Kepler-1495 b,,2.94,,,5831.0,1.04,1.03,,1355.54,1,1,2016
Kepler-185 b,0.026,1.17,,,5208.0,0.806,,,466.735,1,2,2014
Kepler-381 b,0.066,0.99,,,6152.0,1.568,,,267.323,1,3,2014
Kepler-174 b,0.1,1.96,,,4880.0,0.622,,,384.757,1,3,2014
Kepler-1631 b,,1.35,,,5679.0,0.95,0.97,,1305.99,1,1,2016
Kepler-1182 b,,2.41,,,5924.0,1.05,1.04,,1545.39,1,1,2016
Kepler-499 b,,2.17,,,5312.0,0.83,0.87,,556.726,1,1,2016
Kepler-749 b,,3.1,,,5009.0,0.75,0.79,,721.027,1,1,2016
Kepler-55 d,0.029,1.59,,,4503.0,0.619,,,578.796,1,5,2014
Kepler-55 f,0.081,1.59,,,4503.0,0.619,,,578.796,1,5,2014
Kepler-357 b,0.063,1.84,,,5036.0,0.834,,,688.573,1,3,2014
HD 159243 b,0.11,,0.02,,6123.0,1.12,1.125,0.114,73.3055,1,2,2013
GJ 680 b,10.138,,0.381,,,,0.456,,9.67315,2,1,2022
GJ 682 c,0.176,,0.1,,3028.0,,0.27,-2.69897,5.00671,1,2,2014
HD 160691 b,,,,,5773.0,1.33,1.13,,15.5981,1,4,2000
nu Oph c,5.829,,0.179,,4887.0,12.24,2.61,1.89476,46.2107,1,2,2012
Gl 725 A b,0.068,,0.0,,3433.0,0.351,0.33,-1.809,3.5214,2,1,2025
HD 180902 b,1.4,,0.107,,4961.0,4.16,1.41,,104.577,2,1,2009
TIC 4672985 b,0.33,11.5004142,0.018,,5757.0,1.15,1.01,0.11394,253.385,1,1,2024
HD 87816 b,1.618,,0.78,,4989.0,9.0,2.41,1.65514,133.233,1,2,2025
HD 155918 c,13.183,,0.071,,,,1.03,,27.561,1,2,2022
HD 158259 d,,,,,,1.21,1.08,,27.0498,1,5,2020
HD 183263 c,5.585,,0.051,,,,1.06,,54.1955,1,2,2008
GJ 806 c,0.0523,,,9.5,3600.0,0.4144,0.413,-1.58528,12.0445,1,2,2023
18 Del b,2.476,,0.024,,4980.0,8.8,2.1,1.63367,76.222,2,1,2008
HD 216770 b,0.46,,0.37,,5399.0,0.93,0.74,,36.6625,1,1,2003
HD 217107 c,5.32,,0.517,,5575.0,1.19931,0.98,0.09754,20.0619,1,2,2005
K2-243 c,0.1817,2.01,,,6570.0,1.39,1.29,,266.864,1,2,2018
EPIC 201170410.02,0.0349,1.047,0.0,,3648.0,0.282,0.287,,,1,1,2020
K2-5 b,0.0532,1.91,,24.1,3930.0,0.57,0.61,,202.943,1,2,2015
K2-10 b,,3.84,0.31,,5620.0,0.98,0.92,,272.36,1,1,2015
K2-11 b,0.2257,7.55,,,5433.0,5.15,1.35,,329.309,1,1,2015
Kepler-587 b,,2.23,,,5549.0,0.89,0.92,,787.894,1,1,2016
KMT-2017-BLG-0428L b,1.81,,,,,,0.34,,5400.0,1,1,2023
Kepler-952 b,,7.65,,,5730.0,0.99,1.0,,1304.25,1,1,2016
Kepler-434 b,0.1143,12.67,0.131,,5977.0,1.38,1.198,0.33,1222.54,1,1,2015
Kepler-20 c,0.0936,2.894,0.076,78.7,5495.0,0.9164,0.929,,282.563,2,6,2011
HD 18438 b,2.1,,0.1,,3860.0,88.475,1.84,2.96802,224.146,1,1,2023
Kepler-752 b,,2.81,,,5373.0,0.83,0.87,,1232.29,1,1,2016
Kepler-702 b,,9.17,,,5419.0,0.86,0.9,,992.071,1,1,2016
Kepler-1091 b,,1.46,,,5851.0,1.03,1.01,,914.299,1,1,2016
Kepler-163 b,0.078,1.05,,,5776.0,0.917,,,689.814,1,2,2014
Kepler-567 b,,2.25,,,5148.0,0.79,0.84,,558.81,1,1,2016
K2-279 b,0.067,1.21,,,5558.0,0.86,0.79,,182.983,1,1,2018
K2-200 b,,1.3643987,,,5233.0,0.791736,0.860208,,184.131,1,1,2018
Kepler-556 b,,2.24,,,5740.0,0.98,1.0,,674.598,1,1,2016
Kepler-1740 b,,3.32321414,,,5705.0,0.905,0.943,,1061.77,1,1,2021
Kepler-379 b,0.152,1.66,,,6054.0,1.306,,,731.274,1,2,2014
Kepler-495 c,,1.21936414,,,5392.0,1.087,0.888,,658.924,1,2,2021
Kepler-1728 b,,2.95501875,,,5170.0,0.807,0.891,,651.783,1,1,2021
Kepler-1553 b,,1.15,,,5288.0,0.81,0.85,,692.594,1,1,2016
Kepler-675 b,,2.44,,,4945.0,0.75,0.79,,665.68,1,1,2016
Kepler-971 b,,2.13,,,5431.0,0.85,0.88,,338.522,1,1,2016
Kepler-1123 b,,1.67,,,5500.0,0.9,0.93,,704.323,1,1,2016
Kepler-1318 b,,3.11,,,4598.0,0.7,0.73,,475.248,1,1,2016
Kepler-758 d,,2.12,,,6228.0,1.42,1.16,,1502.32,1,4,2016
Kepler-696 b,,6.14,,,5903.0,1.08,1.06,,1416.44,1,1,2016
Kepler-1876 b,0.0758,0.853,0.098,475.0,6104.0,1.477,1.187,,259.935,1,1,2021
Kepler-643 b,,10.16,,,4908.0,2.52,1.0,,1063.58,1,1,2016
Kepler-1186 b,,2.23,,,5635.0,0.93,0.95,,1337.25,1,1,2016
Kepler-34 b,1.0896,8.564,0.182,,5913.0,1.1618,1.0479,0.173,1800.82,2,1,2011
Kepler-1591 b,,1.27,,,6082.0,1.16,1.1,,1419.58,1,1,2016
Kepler-1784 b,,2.79936489,,,5442.0,0.974,0.887,,883.045,1,1,2021
Kepler-763 d,0.0634,1.67,0.0,98.81,4999.0,0.843,0.8,,962.459,1,3,2023
Kepler-763 c,0.0466,1.42,0.0,182.9,4999.0,0.843,0.8,,962.459,1,3,2023
Kepler-800 b,,2.85,,,5315.0,0.82,0.85,,1019.26,1,1,2016
Kepler-190 c,0.045,1.46,,,5106.0,0.795,,,433.387,1,2,2014
Kepler-609 b,,3.35,,,5971.0,1.14,1.09,,1065.82,1,1,2016
K2-3 c,0.1357,1.582,0.048,3.17,3844.0,0.546,0.549,-1.23136,44.0727,1,3,2015
K2-162 b,0.0795,1.44,,,4842.0,0.69,0.75,,124.433,1,1,2018
Kepler-941 b,,3.08,,,5539.0,0.86,0.89,,1088.36,1,1,2016
EPIC 201427007 b,,1.5,,,5633.0,0.94,,,706.391,1,1,2021
K2-165 c,,1.55409035,,,5185.0,0.803827,0.834847,,134.591,1,3,2018
K2-165 b,,1.27443657,,,5185.0,0.803827,0.834847,,134.591,1,3,2018
K2-35 c,0.055,1.93,0.12,68.0,4402.71,0.619575,0.701968,,252.596,1,2,2016
Kepler-1341 b,,2.99,,,4662.0,0.72,0.79,,476.957,2,1,2016
Kepler-1010 b,,2.32,,,5253.0,0.82,0.86,,579.273,1,1,2016
Kepler-1203 b,,1.06,,,4105.0,0.61,0.64,,317.022,1,1,2016
Kepler-1249 b,,2.38,,,6202.0,1.28,1.19,,1904.54,1,1,2016
GJ 180 b,0.092,,0.07,,,,0.43,,11.9407,1,3,2014
HD 134606 f,0.1784,,0.081,,5576.0,1.158,1.046,0.06483,26.7909,1,5,2024
Kepler-94 b,,3.51,,,4781.0,0.76,0.81,,191.904,1,2,2014
GJ 273 c,0.036467,,0.17,6.66,3382.0,0.293,0.29,-2.05552,5.921535,1,2,2017
HD 40956 b,1.4,,0.24,,4869.0,8.56,2.0,1.66436,116.593,1,1,2017
HD 40307 g,0.6,,0.29,,4956.0,,0.77,-0.639,12.9363,1,5,2013
HD 13908 c,2.03,,0.12,,6255.0,1.67,1.29,0.602,79.5515,1,2,2013
HD 150706 b,6.7,,0.38,,5961.0,0.96,1.17,,28.2697,1,1,2012
YZ Cet d,0.02851,,0.07,2.7,3151.0,0.157,0.142,-2.65857,3.71207,1,3,2017
HIP 948 b,15.037,,0.23,,,,0.71,,34.8523,1,1,2022
TOI-6054.02,0.110878,2.864,,265.34,6112.0,1.612,1.15,,79.407,1,2,2024
TOI-2018 b,,2.268,0.0,,4174.0,0.62,0.57,-1.0,27.9956,1,1,2023
HD 108341 b,2.0,,0.85,,5122.0,0.79,0.843,,48.9102,2,1,2014
AU Mic c,0.1108,2.52202066,0.00338,7.3,3678.0,0.744,0.51,-1.0381,9.7221,1,3,2021
HD 109271 c,0.196,,0.15,,5783.0,,1.047,0.301,55.8716,1,2,2013
HD 121504 b,0.33,,0.03,,6027.0,1.07,1.62,,41.6592,1,1,2003
HD 147018 c,1.922,,0.133,,5441.0,,0.927,,40.4256,1,2,2009
HD 168443 c,2.842,,0.21,,,,0.98,,39.6245,1,2,2000
Kepler-686 b,,12.15,,,5649.0,0.92,0.94,,1490.94,1,1,2016
Kepler-309 b,0.059,1.56,,,4713.0,0.721,,,544.568,1,2,2014
TOI-1075 b,0.01159,1.791,0.0,509.2,3875.0,0.581,0.604,,61.4592,1,1,2022
KMT-2021-BLG-0192L b,1.62,,,,,,0.27,,5120.0,1,1,2022
Kepler-1645 b,,1.78,,,5812.0,1.02,1.02,,1202.47,1,1,2016
Kepler-299 e,0.22,1.87,,,5617.0,1.032,,,1052.24,1,4,2014
K2-201 b,,1.40006712,,,5507.0,0.878161,0.956055,,197.932,1,2,2018
Kepler-263 b,0.12,2.67,,,5265.0,0.785,,,754.747,1,2,2014
Kepler-1688 b,,1.26174569,,,4632.11,,,,,1,1,2020
Kepler-265 e,0.319,2.59,,,5835.0,1.103,,,1280.25,1,4,2014
Kepler-265 d,0.236,2.49,,,5835.0,1.103,,,1280.25,1,4,2014
Kepler-1468 c,,1.15,,,5893.0,1.05,1.04,,1899.24,1,3,2016
Kepler-1243 b,,1.75,,,5667.0,0.94,0.96,,758.17,1,1,2016
Kepler-232 b,0.054,3.08,,,5847.0,0.968,,,1349.13,1,2,2014
55 Cnc c,0.2373,,0.03,,5172.0,0.943,0.905,,12.5855,2,5,2004
55 Cnc e,0.01544,1.875,0.05,,5172.0,0.943,0.905,,12.5855,2,5,2004
HD 80606 b,,11.99363,0.93,,5561.0,1.04,1.15,,66.4711,2,1,2001
Kepler-562 b,,5.21,,,5575.0,0.9,0.93,,992.769,1,1,2016
K2-12 b,0.0792,2.44,0.5,185.0,5672.0,1.117,0.965,,326.381,1,1,2015
K2-36 b,0.02288,1.43,0.093,519.0,4916.0,0.718,0.79,,109.749,1,2,2016
Kepler-762 b,,12.68,,,5944.0,1.08,1.06,,1898.26,1,1,2016
K2-15 b,0.091,2.48,,,5131.0,0.68,0.72,,493.992,1,1,2015
K2-50 b,0.0705,1.59,,18.8,4326.0,0.546,0.611,,257.443,1,2,2016
GJ 667 C c,0.125,,0.02,,3350.0,,0.33,-1.863,7.24396,3,5,2013
HAT-P-54 b,0.04117,10.581296,0.074,,4390.0,0.617,0.645,-0.9017,143.651,1,1,2015
GJ 317 b,1.151,,0.07,,,,0.42,,15.1968,1,2,2007
GJ 317 c,5.23,,0.17,,,,0.42,,15.1968,1,2,2018
GJ 1061 b,0.021,,0.31,3.8,2953.0,0.156,0.12,-2.76955,3.67278,1,3,2020
GJ 3512 b,0.337,,0.44,,3081.0,0.139,0.123,-2.8041,9.48637,1,2,2019
Kepler-135 b,0.067,1.81,,,6090.0,1.275,,,621.855,1,2,2014
Kepler-1906 b,,2.77615754,,,5868.0,0.894,0.987,,1360.63,1,1,2021
TOI-1801 b,,2.079,0.0,,3863.0,0.547,0.556,-1.23003,30.6796,2,1,2023
HD 125612 b,1.349,,0.446,,,,1.05,,57.6207,2,3,2007
HD 260655 b,0.02933,1.24,0.039,42.2,3803.0,0.439,0.439,-1.43997,10.0055,1,2,2022
HD 89839 b,4.761,,0.187,,6314.0,,1.21,,57.3063,1,1,2023
HD 83443 b,0.0406,,0.012,,5442.0,0.94,1.0,-0.10403,40.8991,1,2,2002
HD 217786 c,0.038,,0.399,,,,1.14,,55.4847,2,2,2022
HD 27969 b,1.552,,0.182,0.76,5966.0,1.27,1.16,,67.9328,1,1,2021
HD 48265 b,1.814,,0.211,,5733.0,1.901,1.312,,90.5446,1,1,2008
HD 40307 f,0.247,,0.02,,4956.0,,0.77,-0.639,12.9363,1,5,2013
GJ 9827 b,0.0189,1.44,,,4236.0,0.58,0.62,,29.661,1,3,2017
HD 11506 d,18.2,,0.29,,6123.0,,1.22,,51.261,1,3,2022
55 Cnc d,5.957,,0.13,,5172.0,0.943,0.905,,12.5855,2,5,2002
HD 9174 b,2.2,,0.12,,5577.0,1.67,1.03,0.38202,81.4893,1,1,2016
HR 8799 b,68.0,13.0,,,,,1.5,0.69197,41.2441,1,4,2008
HD 36384 b,1.3,,0.2,,3940.0,38.4,1.14,2.58915,209.309,1,1,2023
HIP 65407 b,0.177,,0.14,,5460.0,,0.93,,61.7804,1,2,2016
HD 147873 c,1.36,,0.23,,5972.0,2.29,1.38,0.77743,109.055,2,2,2016
HD 41004 B b,,,0.081,,,,0.4,,41.5504,2,2,2003
55 Cnc b,0.1134,,0.0,,5172.0,0.943,0.905,,12.5855,2,5,1996
